1000011292416069633	848490554656784384	1
1000014190520741890	396645388	1
1000022605561286656	802137505701175296	1
1000032445587075078	105170332	1
1000032445587075078	751769030499917824	1
1000032445587075078	856144535969308672	1
1000034422480101376	3438061107	2
1000034422480101376	893757772025798656	1
1000049292588003328	716258982692831232	1
1000050760892256258	442737538	1
1000050760892256258	726040292424617985	1
1000050760892256258	856144535969308672	1
1000054645090332673	3005931631	1
1000057959039332352	751769030499917824	1
1000057959039332352	856144535969308672	1
1000057959039332352	903486347368849408	1
1000063974690476033	779777699384623105	1
1000085019744980993	3005931631	1
1000085019744980993	4063779021	1
1000085474302668800	802137505701175296	1
1000091780346458113	4897803268	1
1000103300451225600	1410388568	1
1000103300451225600	396645388	1
1000103300451225600	720605704076308481	1
1000103300451225600	802894021366579200	1
1000108188635627520	893757772025798656	1
1000110615162171393	831519910463434752	1
1000118438629605377	766566313586139136	1
1000124910864355329	17272701	2
1000124910864355329	755690254456070144	1
1000124910864355329	830056787302809602	1
1000124910864355329	836692871730368512	2
1000147519245078529	3438061107	2
1000148328846311424	802137505701175296	1
1000168121636917248	1485282168	1
1000183005078581251	29471554	1
1000226939506970625	814412157483909120	1
1000233774121177088	105170332	1
1000233774121177088	3278531995	1
1000233774121177088	903486347368849408	1
1000242532012326912	105170332	1
1000246747040567296	801379361156984832	1
1000248346626412544	1103510455	1
1000257179423735808	16702029	1
1000266536429543424	1423845097	1
1000266536429543424	848490554656784384	1
1000276741250830336	848490554656784384	1
1000304576396972032	903486347368849408	1
1000317405648883712	873302941020688384	1
1000317405648883712	893757772025798656	1
1000317405648883712	903486347368849408	1
1000332038870913024	105170332	1
1000332038870913024	2722848061	3
1000332038870913024	766566313586139136	1
1000332038870913024	804448354168143873	1
1000332038870913024	860781106479730688	1
1000332038870913024	893757772025798656	1
1000332038870913024	903486347368849408	2
1000332038870913024	950666773778587648	1
1000347956124569600	14445424	1
1000352215092129792	893757772025798656	1
1000365448578285569	105170332	1
1000378548434030593	107223327	2
1000378548434030593	3278531995	1
1000378548434030593	726040292424617985	1
1000392503772745730	848490554656784384	1
1000412203172945920	873302941020688384	1
1000424612046483459	143373762	1
1000424922437640192	143373762	1
1000426886902763520	802137505701175296	1
1000426886902763520	848490554656784384	1
1000431974132088832	143373762	1
1000445225746223105	810637651963482112	1
1000455636168134657	826390003316039680	1
1000507712390623232	747841348481462273	1
1000572465729355776	3278531995	2
1000588770670981121	885835554776121344	1
1000591916826877953	779777699384623105	1
1000601531052371968	45227065	1
1000601531052371968	726040292424617985	1
1000601531052371968	950666773778587648	1
1000631922639372288	143373762	1
1000669187096821760	726040292424617985	1
1000669187096821760	751769030499917824	1
1000669187096821760	856144535969308672	1
1000669739830607872	2214869083	1
1000669739830607872	396645388	1
1000669739830607872	831519910463434752	1
1000672646185603072	1103510455	1
1000672646185603072	2179651	1
1000672646185603072	2194127207	2
1000672646185603072	2197302205	1
1000672646185603072	2303186426	1
1000672646185603072	870718016606150656	1
1000683073518931968	903486347368849408	1
1000690361902272512	396645388	1
1000706062713085952	1103510455	1
1000706062713085952	1425136742	3
1000706062713085952	408389558	1
1000706062713085952	714793665814781952	1
1000706062713085952	716258982692831232	1
1000706062713085952	826390003316039680	1
1000706534924541952	836692871730368512	1
1000707440982286336	779777699384623105	1
1000707440982286336	836692871730368512	1
1000707440982286336	98338037	1
1000707451895861249	831519910463434752	1
1000720512740446210	2194127207	1
1000728910345228288	3005931631	1
1000731341904850944	1103510455	1
1000731341904850944	111545866	1
1000731341904850944	1423845097	1
1000731341904850944	14445424	4
1000731341904850944	16610934	3
1000731341904850944	16702029	1
1000731341904850944	17272701	1
1000731341904850944	2179651	4
1000731341904850944	2194127207	1
1000731341904850944	2197302205	7
1000731341904850944	2572567872	1
1000731341904850944	3064789121	2
1000731341904850944	323164979	1
1000731341904850944	408389558	2
1000731341904850944	4695685448	1
1000731341904850944	4710481436	1
1000731341904850944	48579683	2
1000731341904850944	622495223	2
1000731341904850944	810132919440330752	1
1000731341904850944	836692871730368512	1
1000731341904850944	98338037	2
1000735265760141313	2197302205	1
1000735265760141313	96394122	1
1000758407945703424	751769030499917824	1
1000758407945703424	903486347368849408	1
1000768325448761346	150592136	1
1000768325448761346	2303186426	1
1000768325448761346	802137505701175296	1
1000774676661104645	714793665814781952	1
1000780158339571712	2722848061	2
1000780158339571712	442737538	1
1000780158339571712	814412157483909120	1
1000780158339571712	873302941020688384	1
1000780158339571712	893757772025798656	1
1000780158339571712	903486347368849408	1
1000780158339571712	988661137	1
1000781617382744064	105170332	1
1000781617382744064	1473278234	1
1000781617382744064	442737538	2
1000781617382744064	720605704076308481	1
1000781617382744064	726040292424617985	1
1000781617382744064	751769030499917824	1
1000781617382744064	873302941020688384	7
1000781617382744064	893757772025798656	3
1000781617382744064	903486347368849408	1
1000781617382744064	947924373029171200	1
1000781617382744064	950666773778587648	2
1000784829032448000	814412157483909120	2
1000784829032448000	856144535969308672	1
1000784829032448000	860781106479730688	1
1000784829032448000	893757772025798656	1
1000784829032448000	988661137	1
1000786426529746947	4906304499	1
1000790624625414145	2194127207	1
1000790624625414145	826390003316039680	1
1000790624625414145	848490554656784384	1
1000794918137286656	873302941020688384	1
1000801667883978754	831519910463434752	1
1000803890894434305	143373762	1
1000803890894434305	2346000643	2
1000803890894434305	3438061107	2
1000803890894434305	396645388	1
1000803890894434305	705638657617633281	1
1000803890894434305	751769030499917824	1
1000803890894434305	806798260094451712	1
1000803890894434305	814231264765026305	1
1000803890894434305	856144535969308672	1
1000803890894434305	873302941020688384	1
1000803890894434305	903486347368849408	2
1000828286035902464	3438061107	1
1000828286035902464	903486347368849408	1
1000834355336564736	2346000643	1
1000834865418424321	396645388	1
1000836242882392064	871677494348451841	1
1000841916299214848	814412157483909120	1
1000850330190524416	903486347368849408	1
1000866809774358528	2266880275	1
1000866809774358528	893757772025798656	1
1000903745927045120	37413528	1
1000943217590730752	1408312021	1
1000958616042647553	716258982692831232	1
1000996536363470848	105170332	1
1000996536363470848	2346000643	1
1000996536363470848	814412157483909120	2
1001043705866936321	1366756644	2
1001043705866936321	143373762	1
1001043705866936321	2266880275	1
1001043705866936321	814412157483909120	1
1001065971254083589	45227065	1
1001065971254083589	893757772025798656	3
1001070529741287425	3278531995	1
1001070529741287425	856144535969308672	1
