3	1
55	1
1239	1
2189	1
3079	1
3405	1
3428	1
3700	1
4189	1
4815	1
5313	1
5724	1
5988	1
9122	1
10198	1
10357	1
10404	1
10554	1
10854	1
11149	1
11385	1
11452	1
11542	1
11687	1
11715	1
12174	1
12428	1
12556	1
12770	1
13080	1
13099	1
13356	1
13366	1
13452	1
13460	1
13503	1
13674	1
14132	1
14274	1
14409	1
14458	1
15135	1
16505	1
16620	1
16632	1
17227	1
17865	1
17869	1
19567	1
4	2
57	2
67	2
74	2
75	2
92	2
141	2
156	2
167	2
174	2
178	2
197	2
199	2
206	2
215	2
219	2
234	2
238	2
257	2
258	2
259	2
260	2
268	2
274	2
291	2
292	2
294	2
295	2
297	2
298	2
303	2
314	2
329	2
334	2
342	2
346	2
349	2
350	2
351	2
354	2
357	2
368	2
416	2
424	2
440	2
446	2
468	2
488	2
489	2
504	2
532	2
544	2
550	2
555	2
563	2
599	2
601	2
604	2
610	2
614	2
625	2
641	2
650	2
655	2
685	2
719	2
730	2
760	2
804	2
807	2
814	2
831	2
847	2
866	2
916	2
935	2
947	2
948	2
967	2
970	2
991	2
1000	2
1032	2
1040	2
1117	2
1122	2
1136	2
1144	2
1151	2
1180	2
1215	2
1256	2
1274	2
1281	2
1284	2
1297	2
1313	2
1334	2
1341	2
1342	2
1357	2
1378	2
1379	2
1385	2
1399	2
1481	2
1492	2
1495	2
1509	2
1520	2
1545	2
1611	2
1650	2
1678	2
1731	2
1757	2
1760	2
1769	2
1775	2
1777	2
1790	2
1802	2
1836	2
1839	2
1842	2
1882	2
1958	2
1960	2
1988	2
2008	2
2030	2
2039	2
2074	2
2076	2
2081	2
2105	2
2122	2
2204	2
2216	2
2217	2
2224	2
2242	2
2260	2
2300	2
2316	2
2348	2
2371	2
2398	2
2413	2
2416	2
2431	2
2441	2
2450	2
2451	2
2468	2
2505	2
2509	2
2610	2
2648	2
2740	2
2785	2
2796	2
2803	2
2868	2
2875	2
2927	2
3010	2
3083	2
3113	2
3126	2
3132	2
3148	2
3164	2
3298	2
3535	2
3538	2
3570	2
3575	2
3608	2
3632	2
3633	2
3656	2
3667	2
3682	2
3688	2
3696	2
3737	2
3775	2
3795	2
3800	2
3870	2
3895	2
3899	2
3901	2
3912	2
3949	2
3969	2
4003	2
4041	2
4044	2
4048	2
4058	2
4080	2
4152	2
4153	2
4381	2
4461	2
4605	2
4620	2
4627	2
4816	2
4840	2
4904	2
4912	2
4990	2
5037	2
5090	2
5093	2
5159	2
5169	2
5195	2
5210	2
5353	2
5403	2
5467	2
5509	2
5535	2
5547	2
5552	2
5768	2
5827	2
5905	2
5916	2
5969	2
6034	2
6035	2
6067	2
6120	2
6181	2
6192	2
6213	2
6293	2
6326	2
6335	2
6545	2
6556	2
6580	2
6752	2
6896	2
6917	2
7024	2
7036	2
7041	2
7117	2
7250	2
7281	2
7333	2
7411	2
7422	2
7433	2
7483	2
7504	2
7699	2
7939	2
8105	2
8119	2
8155	2
8159	2
8181	2
8347	2
8425	2
8472	2
8522	2
8746	2
8884	2
8908	2
9032	2
9047	2
9151	2
9190	2
9226	2
9242	2
9246	2
9263	2
9378	2
9379	2
9460	2
9632	2
9766	2
9870	2
9926	2
10043	2
10062	2
10063	2
10152	2
10189	2
10293	2
10336	2
10368	2
10439	2
10472	2
10474	2
10514	2
10590	2
10692	2
10801	2
10839	2
10947	2
11039	2
11122	2
11203	2
11259	2
11440	2
11533	2
11535	2
11645	2
11777	2
11824	2
11888	2
12148	2
12426	2
12603	2
12630	2
12836	2
12887	2
13032	2
13062	2
13175	2
13357	2
13625	2
13853	2
13943	2
13946	2
14655	2
14770	2
15009	2
15588	2
16287	2
16346	2
16449	2
16614	2
16671	2
16879	2
17034	2
17593	2
17812	2
18064	2
18483	2
18517	2
18682	2
19093	2
19650	2
19773	2
19917	2
20519	2
20649	2
20889	2
21111	2
5	3
6	3
33	3
202	3
337	3
417	3
1153	3
1276	3
1490	3
2671	3
2727	3
4285	3
4452	3
5034	3
5296	3
5694	3
5843	3
6070	3
8912	3
9080	3
9120	3
10101	3
10777	3
11526	3
12760	3
13232	3
13904	3
15851	3
9	4
34	4
414	4
524	4
708	4
744	4
763	4
969	4
1161	4
1173	4
1258	4
1293	4
1348	4
1358	4
1625	4
1631	4
1634	4
1783	4
1845	4
2094	4
2181	4
2265	4
2442	4
2567	4
2729	4
2761	4
2902	4
3128	4
3194	4
3205	4
3376	4
3422	4
3480	4
3549	4
3568	4
3585	4
3770	4
3776	4
3848	4
3856	4
3926	4
3952	4
3989	4
4065	4
4156	4
4265	4
4271	4
4325	4
4457	4
4837	4
4883	4
4915	4
4952	4
4996	4
5100	4
5145	4
5288	4
5371	4
5476	4
5570	4
5599	4
5667	4
5690	4
5717	4
5761	4
6025	4
6169	4
6391	4
6690	4
6847	4
6919	4
6950	4
7162	4
7489	4
7627	4
7928	4
8039	4
8362	4
8705	4
8783	4
9231	4
9477	4
10129	4
10471	4
10684	4
10878	4
10999	4
11384	4
11413	4
11500	4
11805	4
11826	4
11861	4
11880	4
11907	4
11926	4
12169	4
12235	4
12517	4
12717	4
12816	4
12958	4
13060	4
13819	4
14027	4
14066	4
14088	4
14532	4
15753	4
15884	4
15914	4
16901	4
16942	4
17471	4
17572	4
18095	4
18160	4
18362	4
18385	4
18655	4
19089	4
19577	4
19581	4
20239	4
20466	4
21050	4
21077	4
21162	4
10	5
68	5
101	5
142	5
277	5
293	5
348	5
433	5
575	5
591	5
672	5
780	5
799	5
819	5
875	5
906	5
938	5
1099	5
1230	5
1279	5
1305	5
1321	5
1352	5
1387	5
1390	5
1600	5
1689	5
1717	5
1804	5
1823	5
1826	5
1906	5
1971	5
2201	5
2226	5
2387	5
2460	5
2657	5
2734	5
2756	5
2766	5
2797	5
3296	5
3563	5
3843	5
3947	5
4050	5
4287	5
4385	5
4649	5
4771	5
4785	5
4839	5
4914	5
4966	5
5213	5
5577	5
5602	5
5930	5
5958	5
6045	5
6195	5
6285	5
6343	5
6661	5
7111	5
7274	5
7475	5
8232	5
8714	5
9100	5
9223	5
10430	5
10487	5
11029	5
12163	5
12576	5
13109	5
13110	5
14760	5
15675	5
18499	5
18595	5
19595	5
19631	5
11	6
71	6
683	6
1068	6
1116	6
2920	6
4691	6
4893	6
5126	6
5423	6
5438	6
6554	6
7638	6
9294	6
9750	6
9999	6
10391	6
11174	6
11215	6
11569	6
12305	6
12944	6
13214	6
13271	6
13333	6
13554	6
13844	6
13875	6
14162	6
14825	6
15261	6
15947	6
17038	6
17069	6
17533	6
19236	6
19470	6
19724	6
21102	6
12	7
44	7
110	7
143	7
153	7
198	7
227	7
248	7
253	7
255	7
262	7
264	7
265	7
290	7
320	7
333	7
343	7
457	7
483	7
485	7
486	7
546	7
559	7
571	7
578	7
597	7
619	7
690	7
721	7
750	7
830	7
884	7
919	7
933	7
981	7
988	7
994	7
1076	7
1087	7
1088	7
1111	7
1152	7
1164	7
1188	7
1200	7
1213	7
1232	7
1257	7
1286	7
1344	7
1355	7
1395	7
1439	7
1510	7
1532	7
1564	7
1578	7
1620	7
1636	7
1657	7
1732	7
1737	7
1853	7
1912	7
1933	7
1961	7
1985	7
1990	7
1991	7
2058	7
2133	7
2183	7
2211	7
2212	7
2227	7
2243	7
2279	7
2313	7
2356	7
2376	7
2391	7
2397	7
2689	7
2695	7
2705	7
2754	7
2775	7
2799	7
2811	7
2818	7
2820	7
2823	7
2892	7
3026	7
3031	7
3051	7
3061	7
3125	7
3133	7
3195	7
3252	7
3282	7
3348	7
3351	7
3372	7
3375	7
3460	7
3472	7
3496	7
3537	7
3586	7
3715	7
3745	7
3746	7
3777	7
3859	7
3938	7
3950	7
3954	7
4083	7
4262	7
4263	7
4303	7
4317	7
4344	7
4507	7
4564	7
4573	7
4606	7
4749	7
4850	7
4963	7
4987	7
5015	7
5198	7
5495	7
5584	7
5590	7
5594	7
5629	7
5706	7
5828	7
5895	7
5896	7
5899	7
5972	7
5984	7
6014	7
6039	7
6063	7
6188	7
6222	7
6497	7
6528	7
6530	7
6628	7
6663	7
6715	7
6737	7
6780	7
6835	7
6851	7
6873	7
7017	7
7031	7
7147	7
7186	7
7257	7
7318	7
7435	7
7774	7
7925	7
7988	7
8004	7
8057	7
8191	7
8237	7
8322	7
8351	7
8394	7
8726	7
8780	7
8883	7
9042	7
9133	7
9138	7
9832	7
9896	7
9933	7
10075	7
10145	7
10146	7
10225	7
10253	7
10271	7
10370	7
10408	7
10641	7
10754	7
10806	7
10851	7
12236	7
12739	7
12998	7
13458	7
13501	7
14013	7
14059	7
14289	7
14501	7
14548	7
14595	7
15021	7
15750	7
16223	7
16248	7
16407	7
16531	7
17404	7
17801	7
18675	7
19483	7
19493	7
19694	7
20998	7
21143	7
15	8
105	8
170	8
191	8
1266	8
1462	8
2334	8
2631	8
2743	8
2770	8
3370	8
3403	8
3545	8
3806	8
4249	8
4522	8
4704	8
4885	8
5220	8
5270	8
6183	8
7012	8
7715	8
7773	8
7956	8
8656	8
9247	8
9332	8
9507	8
9586	8
9651	8
9905	8
10289	8
10446	8
10518	8
10702	8
10766	8
11015	8
11088	8
11447	8
11667	8
11853	8
11903	8
12021	8
12129	8
12178	8
12221	8
12291	8
12481	8
12519	8
13179	8
13368	8
13803	8
14322	8
14428	8
15389	8
15603	8
15686	8
15779	8
15976	8
16048	8
16301	8
16503	8
16837	8
17286	8
17573	8
17808	8
18027	8
18294	8
18993	8
19588	8
19876	8
20181	8
20318	8
20611	8
21024	8
21037	8
21045	8
21187	8
16	9
731	9
777	9
917	9
1318	9
4154	9
6160	9
11113	9
11262	9
14480	9
16012	9
20380	9
18	10
266	10
545	10
551	10
569	10
800	10
1101	10
1133	10
1464	10
1479	10
1488	10
1552	10
1629	10
1828	10
1874	10
1901	10
1938	10
1964	10
2096	10
2270	10
2361	10
2492	10
2582	10
2721	10
3131	10
3257	10
3273	10
3321	10
3414	10
3454	10
3531	10
3629	10
3748	10
3765	10
3850	10
3897	10
3955	10
3957	10
4166	10
4309	10
4555	10
4561	10
4636	10
4879	10
5232	10
5362	10
5407	10
5626	10
5893	10
6513	10
6625	10
6665	10
6734	10
6886	10
6929	10
6951	10
6964	10
6985	10
7019	10
7023	10
7158	10
7266	10
7399	10
7487	10
7511	10
7527	10
7547	10
7660	10
7722	10
7742	10
7990	10
8051	10
8059	10
8096	10
8233	10
8263	10
8309	10
8538	10
8555	10
8579	10
8706	10
9008	10
9022	10
9144	10
9253	10
9402	10
9423	10
9488	10
9532	10
9558	10
9589	10
9737	10
9800	10
9829	10
9967	10
9985	10
10055	10
10071	10
10206	10
10371	10
10447	10
10524	10
10534	10
10687	10
10986	10
11025	10
11098	10
11304	10
11331	10
11441	10
11587	10
11591	10
11628	10
11650	10
11752	10
11881	10
11958	10
12189	10
12250	10
12350	10
12360	10
12429	10
12503	10
12529	10
12624	10
12638	10
12731	10
12912	10
12962	10
12995	10
13003	10
13158	10
13262	10
13264	10
13363	10
13375	10
13489	10
13532	10
13543	10
13730	10
13814	10
14028	10
14067	10
14399	10
14443	10
14531	10
14653	10
14715	10
14769	10
14974	10
14996	10
15017	10
15023	10
15041	10
15111	10
15145	10
15248	10
15355	10
15451	10
15495	10
15574	10
15673	10
15682	10
15693	10
15833	10
15835	10
15881	10
15901	10
15974	10
15996	10
16216	10
16589	10
16615	10
16618	10
16676	10
16778	10
16826	10
16941	10
16977	10
17037	10
17057	10
17078	10
17101	10
17122	10
17130	10
17219	10
17369	10
17387	10
17445	10
17517	10
17601	10
17675	10
17719	10
17755	10
17779	10
17803	10
17874	10
18022	10
18037	10
18119	10
18703	10
18707	10
18742	10
18796	10
18941	10
18957	10
18998	10
19032	10
19103	10
19164	10
19195	10
19218	10
19302	10
19397	10
19721	10
19756	10
19795	10
19963	10
19987	10
20082	10
20118	10
20149	10
20207	10
20298	10
20327	10
20336	10
20384	10
20522	10
20581	10
20651	10
